"id","literal","agregacao"
"1540","Existência de apoio a atividades culturais nos últimos 12 meses","C"
"12206","Existência de área no município para a disposição final dos resíduos","C"
"12132","Existência de assoreamento da rede de drenagem","C"
"1244","Existência de atividades de proteção de defesa civil promovidas pelo município","C"
"299","Existência de banheiro ou sanitário e esgotamento sanitário","C"
"458","Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio","C"
"11861","Existência de banheiro ou sanitário e tipo de esgotamento sanitário","C"
"1248","Existência de barreiras sanitárias nas entradas dos municípios durante o período da pandemia da COVID-19","C"
"1073","Existência de cadastro ou levantamento de famílias interessadas em programas habitacionais","C"
"12235","Existência de calçamento/pavimentação da rua no entorno","C"
"1817","Existência de canalização de água","C"
"1070","Existência de capacitação para membros do conselho","C"
"1159","Existência de capacitação promovida pelo governo federal na área de meio ambiente nos últimos 4 anos e área temática","C"
"467","Existência de características do entorno","C"
"1645","Existência de Casa da Gestante","C"
"12977","Existência de catadores na zona urbana","C"
"12210","Existência de catadores nas unidades de destinação final do lixo","C"
"12961","Existência de catadores nas unidades de disposição de resíduos no solo","C"
"1643","Existência de Centro de Parto Normal","C"
"1094","Existência de ciclovias e bicicletários","C"
"12554","Existência de CNPJ","C"
"357","Existência de coleta domiciliar regular de resíduos sólidos em área de difícil acesso","C"
"256","Existência de coleta seletiva","C"
"317","Existência de compartilhamento da responsabilidade pelo domicílio com a pessoa responsável","C"
"1679","Existência de computador e acesso à Internet no domicílio","C"
"692","Existência de conexão à Internet por banda larga no domicílio","C"
"12256","Existência de cônjuge e da pessoa responsável e cônjuge com e sem rendimento","C"
"1328","Existência de Conselho Municipal","C"
"1504","Existência de Conselho Municipal na área de educação","C"
"1511","Existência de Conselho Municipal nas áreas de cultura, esporte e saúde","C"
"1143","Existência de convênio com instituições que prestam apoio às atividades agropecuárias","C"
"1525","Existência de creche de responsabilidade do poder público municipal","C"
"1558","Existência de critérios sociais de priorização na distribuição dos recursos da lei","C"
"839","Existência de deficiência","C"
"1663","Existência de dependência","C"
"1562","Existência de dificuldades para distribuir os recursos da Lei Aldir Blanc ou razões para não distribuição","C"
"1503","Existência de dirigentes de cor ou raça indígena (produtor ou cônjuge) versus agricultura familiar","C"
"1502","Existência de dirigentes de cor ou raça preta ou parda (produtor ou cônjuge) versus agricultura familiar","C"
"1704","Existência de dispositivo inteligente no domicílio","C"
"1371","Existência de dispositivo ou funcionário para segurança","C"
"1211","Existência de edificações atingidas no ano do desastre natural de maior impacto para o município","C"
"44","Existência de empregado doméstico 5 dias ou mais por semana na casa","C"
"309","Existência de energia elétrica","C"
"1145","Existência de entidades de associativismo ou representação de produtores agropecuários com registro oficial","C"
"1146","Existência de entidades de associativismo ou representação de produtores agropecuários em atuação","C"
"1594","Existencia de equipe atendendo a grupos específicos","C"
"1586","Existência de estabelecimento de saúde de responsabilidade da gestão municipal","C"
"1630","Existência de estabelecimentos de saúde públicos ou conveniados ao SUS que realizaran parto hospitalar","C"
"1484","Existência de estrutura organizacional nas áreas de educação, cultura, esporte e saúde","C"
"1324","Existência de estrutura organizacional nas áreas de habitação, transporte, agropecuária e meio ambiente","C"
"1074","Existência de favelas, mocambos, palafitas ou assemelhados, com cortiços, casas de cômodos ou cabeças de porco, com loteamentos irregulares e/ou clandestinos, com ocupações de terrenos ou prédios por movimentos de moradia","C"
"11989","Existência de flúor na água distribuída","C"
"1331","Existência de Fundo Municipal","C"
"1536","Existência de Fundo Municipal de cultura e saúde","C"
"1386","Existência de furto ou roubo do domicílio","C"
"1626","Existência de hospitais de ensino e pesquisa credenciados pelos Ministérios da Saúde e da Educação para atendimento à saúde, participando da formação de estudante de graduação e pós-graduação","C"
"1257","Existência de hospital de campanha durante a pandemia de COVID-19","C"
"12234","Existência de identificação no entorno","C"
"12233","Existência de iluminação pública no entorno","C"
"1391","Existência de incivilidade nos arredores do domicílio","C"
"1665","Existência de influência","C"
"1147","Existência de infraestrutura de comercialização e exposição de produtos agropecuários","C"
"1276","Existência de infraestrutura para o funcionamento do conselho","C"
"1572","Existência de instalações esportivas municipais","C"
"1585","Existência de instância específica para conduzir, coordenar e monitorar as ações de saúde voltadas para a população negra","C"
"1628","Existência de instituição de responsabilidade da saúde, pública ou conveniada ao SUS, que faça atendimento específico ao usuário de drogas ilícitas","C"
"1235","Existência de instrumento de planejamento de gestão de riscos e desastres no município","C"
"1239","Existência de instuições de apoio a gestão de riscos e de desastres","C"
"1234","Existência de intervenção para evitar ou minimizar os danos causados por escorregamentos ou deslizamentos de encostas","C"
"1229","Existência de intervenções implementadas para evitar ou minimizar os danos causados por enxurradas ou inundações bruscas","C"
"1215","Existência de intervenções para evitar ou minimizar os danos causados por enchentes ou inundações graduais","C"
"1088","Existência de isenção formal da tarifa do ônibus intramunicipal","C"
"1672","Existência de legislação","C"
"1535","Existência de legislação municipal de proteção ao patrimônio cultural e previsão de tombamento","C"
"12968","Existência de legislação municipal que exige a aprovação de sistema de abastecimento de água para loteamentos novos","C"
"12972","Existência de legislação municipal que exige a aprovação de sistema de manejo de águas pluviais para loteamentos novos","C"
"12970","Existência de legislação municipal que exige aprovação e implantação de sistema de esgotamento sanitário para loteamentos novos","C"
"12125","Existência de legislação municipal que exige aprovação e implantação de sistema drenagem pluvial para loteamentos novos e/ou populares","C"
"12973","Existência de legislação municipal que prevê mecanismo de controle das águas pluviais efluentes de novos loteamentos","C"
"12974","Existência de legislação municipal que prevê mecanismo de preservação das áreas de recarga de águas subterrânes","C"
"12967","Existência de legislação municipal sobre proteção de mananciais","C"
"1169","Existência de legislação ou instrumento de gestão ambiental e tipo de legislação","C"
"1518","Existência de lei municipal que estabelece a criação de conselhos escolares","C"
"1625","Existência de leitos/berços de cuidados intermediários em estabelecimento público ou conveniado com o SUS","C"
"1624","Existência de leitos/berços de unidade de terapia intensiva neonatal em estabelecimento público ou conveniado com o SUS","C"
"1821","Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água","C"
"1237","Existência de limpeza periódica dos bueiros da cidade, especialmente, antes do período de chuvas","C"
"1667","Existência de local (público ou privado) com condições de realizar testes PCR ou sorológicos em pacientes suspeitos de COVID-19","C"
"1524","Existência de mecanismos de consulta pública da demanda das famílias por creches","C"
"1249","Existência de medida para regulamentar sanções (multas, realização compulsória de exames etc.) em caso de desrespeito as normas de isolamento social","C"
"1236","Existência de medidas adotadas em relação à gestão de riscos de desastres decorrentes de enchentes ou inundações graduais, ou enxurradas ou inundações bruscas","C"
"1238","Existência de medidas adotadas em relação à gestão de riscos de desastres decorrentes de escorregamentos ou deslizamentos de encostas","C"
"421","Existência de medidor do consumo de energia elétrica","C"
"1534","Existência de metas no Plano Municipal de Cultura","C"
"687","Existência de microcomputador ou tablet no domicílio","C"
"12228","Existência de microcomputador, acesso à Internet e tipo de telefone","C"
"1608","Existência de modelo próprio de caderneta ou cartão de registro de vacina fornecido ao usuário","C"
"1825","Existência de moradores com 60 anos ou mais","C"
"1827","Existência de moradores menores de 18 anos","C"
"1824","Existência de moradores menores de 5 anos","C"
"1141","Existência de órgão público que atue na assistência técnica e/ou extensão rural","C"
"12512","Existência de pessoa com nível superior na família","C"
"1212","Existência de pessoas desalojadas ou desabrigadas no ano do desastre natural de maior impacto para o município","C"
"1494","Existência de Plano de Carreira para o Magistério","C"
"1498","Existência de Plano de Carreira vigente para os(as) profissionais da educação não docentes","C"
"1173","Existência de Plano de Gestão Integrada de Resíduos Sólidos","C"
"1480","Existência de Plano Diretor","C"
"1329","Existência de Plano Municipal","C"
"1529","Existência de Plano Municipal de Cultura","C"
"1609","Existência de política, programa ou ações na área de saúde","C"
"1548","Existência de pontos de cultura","C"
"1496","Existência de previsão expressa do limite de 2/3 (dois terços) da carga horária para o desempenho das atividades de interação com os educandos na lei do plano","C"
"12197","Existência de problemas no domicílio","C"
"1589","Existência de Programa de Agentes Comunitários de Saúde","C"
"1610","Existência de programa de Planejamento Familiar ou Reprodutivo","C"
"1591","Existência de Programa de Saúde da Família, com ou sem atendimento odontológico básico, ou de estrutura similar","C"
"1148","Existência de programa ou ação para aquisição de produtos agropecuários","C"
"1139","Existência de programa ou ação para disponibilizar maquinário aos produtores agropecuários","C"
"1334","Existência de programa ou ação para estímulo às atividade agropecuárias","C"
"1150","Existência de programa ou ação para vacinação de rebanho","C"
"1144","Existência de programa ou ação social, tipo de programa e área de atuação","C"
"1174","Existência de programas ambientais implementados em parceria com o Governo Federal e tipo de programa","C"
"1613","Existência de programas ou ações na área de saúde voltados para grupos populacionais específicos","C"
"1075","Existência de programas ou ações realizados pela prefeitura, nos dois anos anteriores ao de referência da pesquisa","C"
